"ID";"post_author";"post_date";"post_date_gmt";"post_content";"post_title";"post_category";"post_excerpt";"post_status";"comment_status";"ping_status";"post_password";"post_name";"to_ping";"pinged";"post_modified";"post_modified_gmt";"post_content_filtered";"post_parent";"guid";"menu_order";"post_type";"post_mime_type";"comment_count"
9;1;"2008-12-05 14:49:15";"2008-12-05 22:49:15";"";"dart-a-bone-front-view";0;"";"inherit";"open";"open";"";"dart-a-bone-front-view";"";"";"2008-12-05 14:49:15";"2008-12-05 22:49:15";"";0;"http://www.studeute.com/wp-content/uploads/2008/12/dart-a-bone-front-view.jpg";0;"attachment";"image/jpeg";0
11;2;"2008-08-06 15:43:13";"2008-08-06 23:43:13";"I've been agonizing over how the <span class=""nfakPe"">Ute</span> should ""sit"" almost as much as which color to paint it.

Here's the final, final, final tires, wheels and stance...

<a href=""http://studeute.steinkamp.us/wp-content/uploads/2008/08/pics-073.jpg""><img class=""alignnone size-medium wp-image-449"" src=""http://studeute.steinkamp.us/wp-content/uploads/2008/08/pics-073-600x450.jpg"" alt="""" width=""600"" height=""450"" /></a>

G78 15's with 2 3/4"" white walls. '55 Plymouth caps. Stock 5"" Stude wheels in front. 6"" with 1/2"" less backspacing MoPar wheels in back.

It sits 2"" lower in front (bottom of the rear of the front wheel well, to the bottom of the front of the rear wheel well)";"Stance Set";0;"";"publish";"open";"open";"";"stance-set";"";"";"2017-11-25 17:38:19";"2017-11-26 01:38:19";"";0;"http://www.studeute.com/?p=11";0;"post";"";0
12;1;"2008-12-05 14:51:15";"2008-12-05 22:51:15";"I've been agonizing over how the <span class=""nfakPe"">Ute</span> should ""sit"" almost as much as which color to paint it. 

Here's the final, final, final tires, wheels and stance...

<img class=""aligncenter"" title=""Stanced"" src=""http://i149.photobucket.com/albums/s66/ddstnkmp/pics073.jpg"" alt="""" width=""640"" height=""480"" />";"Stance Set";0;"";"inherit";"open";"open";"";"11-revision-v1";"";"";"2008-12-05 14:51:15";"2008-12-05 22:51:15";"";11;"http://www.studeute.com/?p=12";0;"revision";"";0
142;2;"2008-12-12 08:01:53";"2008-12-12 16:01:53";"";"dicks-ute-on-the-cover-of-carcraft-july-1960";0;"";"inherit";"open";"open";"";"dicks-ute-on-the-cover-of-carcraft-july-1960";"";"";"2008-12-12 08:01:53";"2008-12-12 16:01:53";"";138;"http://www.studeute.com/wp-content/uploads/2008/12/dicks-ute-on-the-cover-of-carcraft-july-1960.jpg";0;"attachment";"image/jpeg";0
14;1;"2008-12-05 14:53:01";"2008-12-05 22:53:01";"";"primer-005";0;"";"inherit";"open";"open";"";"primer-005";"";"";"2008-12-05 14:53:01";"2008-12-05 22:53:01";"";0;"http://www.studeute.com/wp-content/uploads/2008/12/primer-005.jpg";0;"attachment";"image/jpeg";0
139;2;"2008-12-12 07:57:49";"2008-12-12 15:57:49";"";"mag-cover-1";0;"";"inherit";"open";"open";"";"mag-cover-1";"";"";"2008-12-12 07:57:49";"2008-12-12 15:57:49";"";138;"http://www.studeute.com/wp-content/uploads/2008/12/mag-cover-1.jpg";0;"attachment";"image/jpeg";0
140;2;"2008-12-12 07:59:40";"2008-12-12 15:59:40";"";"mag-cover-11";0;"";"inherit";"open";"open";"";"mag-cover-11";"";"";"2008-12-12 07:59:40";"2008-12-12 15:59:40";"";138;"http://www.studeute.com/wp-content/uploads/2008/12/mag-cover-11.jpg";0;"attachment";"image/jpeg";0
141;2;"2008-12-12 08:00:22";"2008-12-12 16:00:22";"";"mag-cover-2";0;"";"inherit";"open";"open";"";"mag-cover-2";"";"";"2008-12-12 08:00:22";"2008-12-12 16:00:22";"";138;"http://www.studeute.com/wp-content/uploads/2008/12/mag-cover-2.jpg";0;"attachment";"image/jpeg";0
138;2;"2008-12-12 08:04:19";"2008-12-12 16:04:19";"My buddy, Pekka in Finland, had alerted me earlier to another picture of the Ute in the 1962 Custom Cars Annual by George Barris.  It was a picture on the inside cover of the 1959 Oakland roadster show...

<a href=""http://studeute.steinkamp.us/wp-content/uploads/2008/12/mag-cover-11.jpg""><img class=""alignnone size-full wp-image-140"" title=""mag-cover-11"" src=""http://studeute.steinkamp.us/wp-content/uploads/2008/12/mag-cover-11.jpg"" alt="""" width=""500"" height=""727"" /></a>

<a href=""http://studeute.steinkamp.us/wp-content/uploads/2008/12/mag-cover-2.jpg""><img class=""alignnone size-full wp-image-141"" title=""mag-cover-2"" src=""http://studeute.steinkamp.us/wp-content/uploads/2008/12/mag-cover-2.jpg"" alt="""" width=""508"" height=""734"" /></a>

Lately, he informed me of the Ute on the cover of another magazine in his collection...

<a href=""http://studeute.steinkamp.us/wp-content/uploads/2008/12/dicks-ute-on-the-cover-of-carcraft-july-1960.jpg""><img class=""alignnone size-full wp-image-142"" title=""dicks-ute-on-the-cover-of-carcraft-july-1960"" src=""http://studeute.steinkamp.us/wp-content/uploads/2008/12/dicks-ute-on-the-cover-of-carcraft-july-1960.jpg"" alt="""" width=""500"" height=""686"" /></a>

<a href=""http://studeute.steinkamp.us/wp-content/uploads/2008/12/dicks-ute-on-the-cover-of-carcraft-july-1960b.jpg""><img class=""alignnone size-full wp-image-143"" title=""dicks-ute-on-the-cover-of-carcraft-july-1960b"" src=""http://studeute.steinkamp.us/wp-content/uploads/2008/12/dicks-ute-on-the-cover-of-carcraft-july-1960b.jpg"" alt="""" width=""500"" height=""375"" /></a>

<a href=""http://studeute.steinkamp.us/wp-content/uploads/2008/12/dicks-ute-on-the-cover-of-carcraft-july-1960c.jpg""><img class=""alignnone size-full wp-image-144"" title=""dicks-ute-on-the-cover-of-carcraft-july-1960c"" src=""http://studeute.steinkamp.us/wp-content/uploads/2008/12/dicks-ute-on-the-cover-of-carcraft-july-1960c.jpg"" alt="""" width=""500"" height=""435"" /></a>";"The Ute in vintage print";0;"";"publish";"open";"open";"";"the-ute-in-vintage-print";"";"";"2017-11-25 15:50:11";"2017-11-25 23:50:11";"";0;"http://www.studeute.com/?p=138";0;"post";"";0
16;2;"2008-09-28 07:08:58";"2008-09-28 15:08:58";"The <span class=""nfakPe"">Ute</span> got color yesterday.  It went to the paint booth Friday evening and we painted it Saturday.  About 12 hours in the booth (we're slow &lt;grin&gt;).

Here it is set up in the booth...

<a href=""http://studeute.steinkamp.us/wp-content/uploads/2008/09/cad-022.jpg""><img class=""alignnone size-medium wp-image-427"" src=""http://studeute.steinkamp.us/wp-content/uploads/2008/09/cad-022-600x450.jpg"" alt="""" width=""600"" height=""450"" /></a>

Everything in sealer...

<a href=""http://studeute.steinkamp.us/wp-content/uploads/2008/09/cad-035.jpg""><img class=""alignnone size-medium wp-image-428"" src=""http://studeute.steinkamp.us/wp-content/uploads/2008/09/cad-035-600x450.jpg"" alt="""" width=""600"" height=""450"" /></a>

Color going on...

<a href=""http://studeute.steinkamp.us/wp-content/uploads/2008/09/cad-039.jpg""><img class=""alignnone size-medium wp-image-429"" src=""http://studeute.steinkamp.us/wp-content/uploads/2008/09/cad-039-600x450.jpg"" alt="""" width=""600"" height=""450"" /></a>

Here's the three stages in the engine compartment.  Sanded primer, sealer, color...

<a href=""http://studeute.steinkamp.us/wp-content/uploads/2008/09/cad-018.jpg""><img class=""alignnone size-medium wp-image-430"" src=""http://studeute.steinkamp.us/wp-content/uploads/2008/09/cad-018-600x450.jpg"" alt="""" width=""600"" height=""450"" /></a>

<a href=""http://studeute.steinkamp.us/wp-content/uploads/2008/09/cad-032.jpg""><img class=""alignnone size-medium wp-image-431"" src=""http://studeute.steinkamp.us/wp-content/uploads/2008/09/cad-032-600x450.jpg"" alt="""" width=""600"" height=""450"" /></a>

<a href=""http://studeute.steinkamp.us/wp-content/uploads/2009/01/cad-042.jpg""><img class=""alignnone size-full wp-image-193"" title=""cad-042"" src=""http://studeute.steinkamp.us/wp-content/uploads/2009/01/cad-042.jpg"" alt="""" width=""600"" height=""450"" /></a>

Here's a short video of the first color on the left rear quarter...

<object width=""425"" height=""344"" classid=""clsid:d27cdb6e-ae6d-11cf-96b8-444553540000"" codebase=""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=6,0,40,0""><param name=""allowFullScreen"" value=""true"" /><param name=""allowscriptaccess"" value=""always"" /><param name=""src"" value=""http://www.youtube.com/v/ggco4tH6P_U&amp;hl=en&amp;fs=1"" /><embed type=""application/x-shockwave-flash"" width=""425"" height=""344"" src=""http://www.youtube.com/v/ggco4tH6P_U&amp;hl=en&amp;fs=1"" allowscriptaccess=""always"" allowfullscreen=""allowfullscreen"" /></object>

The color is a lot more ""minty"" in the pictures than in person.  Might be all the florescent lights in the booth.  I'll try to get some pics in the natural light when I bring it home today.";"Painting the Ute";0;"";"publish";"open";"open";"";"painting-the-ute";"";"";"2017-11-25 17:23:45";"2017-11-26 01:23:45";"";0;"http://www.studeute.com/?p=16";0;"post";"";0
17;1;"2008-12-05 14:59:00";"2008-12-05 22:59:00";"The <span class=""nfakPe"">Ute</span> got color yesterday.  It went to the paint booth Friday evening and we painted it Saturday.  About 12 hours in the booth (we're slow &lt;grin&gt;).  

Here it is set up in the booth...

<a href=""http://i149.photobucket.com/albums/s66/ddstnkmp/cad022.jpg"" target=""_blank""><img class=""aligncenter"" title=""In Booth"" src=""http://i149.photobucket.com/albums/s66/ddstnkmp/cad022.jpg"" alt="""" width=""640"" height=""480"" /></a>

Everything in sealer...

<a href=""http://i149.photobucket.com/albums/s66/ddstnkmp/cad035.jpg"" target=""_blank""><img class=""aligncenter"" title=""In Sealer"" src=""http://i149.photobucket.com/albums/s66/ddstnkmp/cad035.jpg"" alt="""" width=""640"" height=""480"" /></a>

Color going on...

<a href=""http://i149.photobucket.com/albums/s66/ddstnkmp/cad039.jpg"" target=""_blank""><img class=""aligncenter"" title=""Color going on"" src=""http://i149.photobucket.com/albums/s66/ddstnkmp/cad039.jpg"" alt="""" width=""640"" height=""480"" /></a>

Here's the three stages in the engine compartment.  Sanded primer, sealer, color...

<a href=""http://i149.photobucket.com/albums/s66/ddstnkmp/cad018.jpg"" target=""_blank""><img class=""aligncenter"" title=""Engine 1"" src=""http://i149.photobucket.com/albums/s66/ddstnkmp/cad018.jpg"" alt="""" width=""640"" height=""480"" /></a>

<a href=""http://i149.photobucket.com/albums/s66/ddstnkmp/cad032.jpg"" target=""_blank""><img class=""aligncenter"" title=""Engine 2"" src=""http://i149.photobucket.com/albums/s66/ddstnkmp/cad032.jpg"" alt="""" width=""640"" height=""480"" /></a>

<a href=""http://i149.photobucket.com/albums/s66/ddstnkmp/cad042.jpg"" target=""_blank""><img class=""aligncenter"" title=""Engine 3"" src=""http://i149.photobucket.com/albums/s66/ddstnkmp/cad042.jpg"" alt="""" width=""640"" height=""480"" /></a>

Here's a short video of the first color on the left rear quarter...

<span style=""color: #551a8b; text-decoration: underline;"">
</span>";"Painting the Ute";0;"";"inherit";"open";"open";"";"16-revision-v1";"";"";"2008-12-05 14:59:00";"2008-12-05 22:59:00";"";16;"http://www.studeute.com/?p=17";0;"revision";"";0
103;2;"2008-12-08 15:40:17";"2008-12-08 23:40:17";"";"stude-a-mino-0054";0;"";"inherit";"open";"open";"";"stude-a-mino-0054";"";"";"2008-12-08 15:40:17";"2008-12-08 23:40:17";"";91;"http://www.studeute.com/wp-content/uploads/2008/12/stude-a-mino-0054.jpg";0;"attachment";"image/jpeg";0
104;2;"2008-12-08 15:39:27";"2008-12-08 23:39:27";"I cruise <em>Craig's List</em> fairly frequently.  Last night I saw a minor ad (no pictures) for a 1953 Studebaker Custom.  Advertised as being in the 1959 Oakland Roadster Show and reported to have been done by George Barris.

I'm a sucker for an outing to see a ""different"" Studebaker and this one was close...Anacortes.  I took Jon along to help evaluate the car.  This is what we saw...

<img class=""alignnone"" title=""stude a mino"" src=""http://i149.photobucket.com/albums/s66/ddstnkmp/Stude-a-mino/Stude-a-mino001.jpg?t=1228778250"" alt="""" width=""1024"" height=""768"" />

It was actually attractive.  Fairly straight, no rust.  Real ugly wheels, tires and stance.  The guy wanted $9k for it with a worn out Chevy V8 and a 6 speed he intended to install in it.  I told him I'd think about it.";"Studebaker Custom For Sale";0;"";"inherit";"open";"open";"";"91-revision-7";"";"";"2008-12-08 15:39:27";"2008-12-08 23:39:27";"";91;"http://www.studeute.com/2008/12/08/91-revision-7/";0;"revision";"";0
94;2;"2008-12-08 15:23:55";"2008-12-08 23:23:55";"I cruise <em>Craig's List</em> fairly frequently.  Last night I saw a minor ad (no pictures) for a 1953 Studebaker Custom.  Advertised as being in the 1959 Oakland Roadster Show and reported to have been done by George Barris.

I'm a sucker for an outing to see a ""different"" Studebaker and this one was close...Anacortes.  I took Jon along to help evaluate the car.  This is what we saw...

<img class=""alignnone"" title=""stude a mino"" src=""http://i149.photobucket.com/albums/s66/ddstnkmp/Stude-a-mino/Stude-a-mino005.jpg?t=1228777712"" alt="""" width=""640"" height=""480"" />

<img class=""alignnone"" title=""stude a mino"" src=""http://i149.photobucket.com/albums/s66/ddstnkmp/Stude-a-mino/Stude-a-mino003.jpg?t=1228778097"" alt="""" width=""922"" height=""691"" />

<img class=""alignnone"" title=""stude a mino"" src=""http://i149.photobucket.com/albums/s66/ddstnkmp/Stude-a-mino/Stude-a-mino004.jpg?t=1228778211"" alt="""" width=""1024"" height=""768"" />

http://i149.photobucket.com/albums/s66/ddstnkmp/Stude-a-mino/Stude-a-mino001.jpg?t=1228778250<img class=""alignnone"" title=""stude a mino"" src=""http://i149.photobucket.com/albums/s66/ddstnkmp/Stude-a-mino/Stude-a-mino001.jpg?t=1228778250"" alt="""" width=""1024"" height=""768"" />

It was actually attractive.  Fairly straight, no rust.  Real ugly wheels, tires and stance.  The guy wanted $9k for it with a worn out Chevy V8 and a 6 speed he intended to install in it.  I told him I'd think about it.";"Studebaker Custom For Sale";0;"";"inherit";"open";"open";"";"91-revision-3";"";"";"2008-12-08 15:23:55";"2008-12-08 23:23:55";"";91;"http://www.studeute.com/2008/12/08/91-revision-3/";0;"revision";"";0
20;1;"2008-12-05 14:51:37";"2008-12-05 22:51:37";"I've been agonizing over how the <span class=""nfakPe"">Ute</span> should ""sit"" almost as much as which color to paint it. 

Here's the final, final, final tires, wheels and stance...

<img class=""aligncenter"" title=""Stanced"" src=""http://i149.photobucket.com/albums/s66/ddstnkmp/pics073.jpg"" alt="""" width=""640"" height=""480"" />

G78 15's with 2 3/4"" white walls. '55 Plymouth caps. Stock 5"" Stude wheels in front. 6"" with 1/2"" less backspacing MoPar wheels in back. 

It sits 2"" lower in front (bottom of the rear of the front wheel well, to the bottom of the front of the rear wheel well)";"Stance Set";0;"";"inherit";"open";"open";"";"11-revision-v1";"";"";"2008-12-05 14:51:37";"2008-12-05 22:51:37";"";11;"http://www.studeute.com/?p=20";0;"revision";"";0
143;2;"2008-12-12 08:02:43";"2008-12-12 16:02:43";"";"dicks-ute-on-the-cover-of-carcraft-july-1960b";0;"";"inherit";"open";"open";"";"dicks-ute-on-the-cover-of-carcraft-july-1960b";"";"";"2008-12-12 08:02:43";"2008-12-12 16:02:43";"";138;"http://www.studeute.com/wp-content/uploads/2008/12/dicks-ute-on-the-cover-of-carcraft-july-1960b.jpg";0;"attachment";"image/jpeg";0
144;2;"2008-12-12 08:03:01";"2008-12-12 16:03:01";"";"dicks-ute-on-the-cover-of-carcraft-july-1960c";0;"";"inherit";"open";"open";"";"dicks-ute-on-the-cover-of-carcraft-july-1960c";"";"";"2008-12-12 08:03:01";"2008-12-12 16:03:01";"";138;"http://www.studeute.com/wp-content/uploads/2008/12/dicks-ute-on-the-cover-of-carcraft-july-1960c.jpg";0;"attachment";"image/jpeg";0
